name,name:ka,name:en,name:ru
მირიან მეფის I შესახვევი,მირიან მეფის I შესახვევი,Mirian Mepe 1st Lane,1-й переулок Мириан Мепе
მირიან მეფის ქუჩა,მირიან მეფის ქუჩა,Mirian Mepe Street,улица Мириан Мепе
მიტროპოლიტი სერგის ქუჩა,მიტროპოლიტი სერგის ქუჩა,Mitropoliti Sergi Street,улица Митрополита Сергия
მიტროფანე ლაღიძის ქუჩა,მიტროფანე ლაღიძის ქუჩა,Mitropane Laghidze Street,улица Митрофана Лагидзе
მიქატაძის ქუჩა,მიქატაძის ქუჩა,Mikatadze Street,улица Микатадзе
მიშა მაკალათიას ქუჩა,მიშა მაკალათიას ქუჩა,Misha Makalatia Street,улица Миши Макалатия
მიშა მესხის ქუჩა,მიშა მესხის ქუჩა,Misha Meskhi Street,улица Миши Месхи
მიხა ხელაშვილის ქუჩა,მიხა ხელაშვილის ქუჩა,Mikha Khelashvili Street,улица Михи Хелашвили
მიხაი ზიჩის ქუჩა,მიხაი ზიჩის ქუჩა,Mihály Zichy Street,улица Михала Зичи
მიხაკო წერეთლის ქუჩა,მიხაკო წერეთლის ქუჩა,Mikhako Tsereteli Street,улица Михако Церетели
მიხეილ აბრამიშვილის ქუჩა,მიხეილ აბრამიშვილის ქუჩა,Mikheil Abramishvili Street,улица Михеила Абрамишвили
მიხეილ ასათიანის ქუჩა,მიხეილ ასათიანის ქუჩა,Mikheil Asatiani Street,улица Михеила Асатиани
მიხეილ ბერძენიშვილის ქუჩა,მიხეილ ბერძენიშვილის ქუჩა,Mikheil Berdzenishvili Street,улица Михеила Бердзенишвили
მიხეილ ბურძგლას ქუჩა,მიხეილ ბურძგლას ქუჩა,Mikheil Burdzgla Street,улица Михеила Бурдзгла
მიხეილ ბუხაიძის I შესახვევი,მიხეილ ბუხაიძის I შესახვევი,Mikheil Bukhaidze 1st Lane,1-й переулок Михеила Бухаидзе
მიხეილ ბუხაიძის II შესახვევი,მიხეილ ბუხაიძის II შესახვევი,Mikheil Bukhaidze 2nd Lane,2-й переулок Михеила Бухаидзе
მიხეილ ბუხაიძის ქუჩა,მიხეილ ბუხაიძის ქუჩა,Mikheil Bukhaidze Street,улица Михеила Бухаидзе
მიხეილ გახოკიძის II შესახვევი,მიხეილ გახოკიძის II შესახვევი,Mikheil Gakhokidze 2nd Lane,2-й переулок Михаила Гахокидзе
მიხეილ გახოკიძის III შესახვევი,მიხეილ გახოკიძის III შესახვევი,Mikheil Gakhokidze 3rd Lane,3-й переулок Михаила Гахокидзе
მიხეილ გახოკიძის ქუჩა,მიხეილ გახოკიძის ქუჩა,Mikheil Gakhokidze Street,улица Михаила Гахокидзе
მიხეილ გლინკას ქუჩა,მიხეილ გლინკას ქუჩა,Mikhail Glinka Street,улица Михаила Глинки
მიხეილ გრიგორაშვილის I გასასვლელი,მიხეილ გრიგორაშვილის I გასასვლელი,Mikheil Grigorashvili 1st Exit,1-й съезд Михеила Григорашвили
